"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 29, 2018","0.42969","0.45679","0.46260","0.42599","1.07B","-5.93%"
"Jul 22, 2018","0.45675","0.45501","0.46904","0.43846","901.37M","0.38%"
"Jul 15, 2018","0.45501","0.43849","0.52362","0.43109","1.23B","3.77%"
"Jul 08, 2018","0.43849","0.48570","0.48725","0.42522","990.84M","-9.72%"
"Jul 01, 2018","0.48570","0.46491","0.51661","0.44968","1.47B","4.48%"
"Jun 24, 2018","0.46486","0.49028","0.49531","0.42570","979.12M","-5.10%"
"Jun 17, 2018","0.48983","0.53297","0.56121","0.47141","803.32M","-8.09%"
"Jun 10, 2018","0.53297","0.65858","0.65868","0.50518","1.06B","-19.07%"
"Jun 03, 2018","0.65860","0.64290","0.70431","0.63473","908.57M","2.45%"
"May 27, 2018","0.64286","0.60877","0.65059","0.54440","943.58M","5.60%"
"May 20, 2018","0.60878","0.67391","0.70467","0.57519","859.38M","-9.66%"
"May 13, 2018","0.67391","0.68498","0.74949","0.64736","1.11B","-1.36%"
"May 06, 2018","0.68317","0.90146","0.91754","0.62305","1.30B","-24.19%"
"Apr 29, 2018","0.90121","0.86295","0.93050","0.78255","1.16B","4.44%"
"Apr 22, 2018","0.86288","0.86620","0.96427","0.67787","1.60B","-0.34%"
"Apr 15, 2018","0.86585","0.64049","0.93623","0.63689","1.55B","35.19%"
"Apr 08, 2018","0.64046","0.48562","0.70904","0.47668","1.38B","31.89%"
"Apr 01, 2018","0.48562","0.50127","0.55256","0.45579","778.16M","-3.05%"
"Mar 25, 2018","0.50089","0.62921","0.65427","0.47369","956.45M","-20.38%"
"Mar 18, 2018","0.62913","0.62944","0.72417","0.53945","1.24B","-0.06%"
"Mar 11, 2018","0.62952","0.77546","0.82985","0.61720","875.57M","-18.82%"
"Mar 04, 2018","0.77546","0.89849","1.08514","0.73363","1.41B","-13.70%"
"Feb 25, 2018","0.89855","0.90218","0.95805","0.87629","490.62M","-0.40%"
"Feb 18, 2018","0.90218","1.17809","1.17907","0.85367","882.31M","-23.42%"
"Feb 11, 2018","1.17811","1.02856","1.20265","0.89410","1.37B","14.50%"
"Feb 04, 2018","1.02892","0.95985","1.22864","0.57460","2.63B","7.20%"
"Jan 28, 2018","0.95978","1.22147","1.39393","0.66529","1.93B","-21.42%"
"Jan 21, 2018","1.22142","1.60096","1.60199","1.12097","1.28B","-23.73%"
"Jan 14, 2018","1.60149","2.03990","2.04136","0.88529","-","-21.50%"
"Jan 07, 2018","2.04008","2.65000","2.82000","1.64395","439.40M","-23.02%"
"Dec 31, 2017","2.65000","1.86000","3.29000","1.61000","1.95B","42.47%"
"Dec 24, 2017","1.86000","1.01000","2.44000","0.82530","2.53B","84.16%"
"Dec 17, 2017","1.01000","0.73970","1.24000","0.62030","3.03B","36.54%"
"Dec 10, 2017","0.73970","0.23530","0.88090","0.22230","3.65B","214.36%"
"Dec 03, 2017","0.23530","0.24410","0.25860","0.20050","1.29B","-3.61%"
"Nov 26, 2017","0.24410","0.24890","0.28060","0.21280","1.04B","-1.89%"
"Nov 19, 2017","0.24880","0.22750","0.25310","0.22310","703.74M","9.36%"
"Nov 12, 2017","0.22750","0.20920","0.28090","0.18610","1.01B","8.75%"
"Nov 05, 2017","0.20920","0.20140","0.22350","0.19810","461.49M","3.82%"
"Oct 29, 2017","0.20150","0.19810","0.22630","0.17550","403.57M","1.66%"
"Oct 22, 2017","0.19820","0.20970","0.21690","0.18300","402.28M","-5.48%"
"Oct 15, 2017","0.20970","0.25560","0.29770","0.19710","1.00B","-17.96%"
"Oct 08, 2017","0.25560","0.23970","0.28110","0.23300","889.78M","6.63%"
"Oct 01, 2017","0.23970","0.19990","0.24440","0.19650","451.14M","19.91%"
"Sep 24, 2017","0.19990","0.17910","0.21460","0.17330","369.69M","11.61%"
"Sep 17, 2017","0.17910","0.18280","0.19460","0.16750","269.80M","-2.02%"
"Sep 10, 2017","0.18280","0.21300","0.22430","0.14830","522.52M","-14.18%"
"Sep 03, 2017","0.21300","0.22520","0.23810","0.19010","467.44M","-5.42%"
"Aug 27, 2017","0.22520","0.20970","0.26480","0.19300","697.55M","7.39%"
"Aug 20, 2017","0.20970","0.15260","0.29770","0.14940","1.24B","37.42%"
"Aug 13, 2017","0.15260","0.17160","0.18010","0.14830","372.13M","-11.07%"
"Aug 06, 2017","0.17160","0.18480","0.19720","0.17070","289.00M","-7.14%"
"Jul 30, 2017","0.18480","0.16900","0.19280","0.15850","246.27M","9.35%"
"Jul 23, 2017","0.16900","0.19770","0.20650","0.15500","247.76M","-14.52%"
"Jul 16, 2017","0.19770","0.17200","0.20220","0.12750","457.03M","14.94%"
"Jul 09, 2017","0.17200","0.23000","0.24220","0.15110","303.04M","-25.22%"
"Jul 02, 2017","0.23000","0.23860","0.25810","0.21120","137.61M","-3.60%"
"Jun 25, 2017","0.23860","0.27750","0.28160","0.21840","208.89M","-14.02%"
"Jun 18, 2017","0.27750","0.25970","0.32500","0.24700","325.16M","6.85%"
"Jun 11, 2017","0.25970","0.25980","0.30000","0.21400","256.70M","-0.04%"
"Jun 04, 2017","0.25980","0.29210","0.31000","0.25550","192.42M","-11.06%"
"May 28, 2017","0.29210","0.21000","0.34000","0.18680","394.69M","39.10%"
"May 21, 2017","0.21000","0.34490","0.36000","0.13500","478.29M","-39.11%"
"May 14, 2017","0.34490","0.21020","0.39890","0.20760","451.25M","64.08%"
"May 07, 2017","0.21020","0.10010","0.22400","0.09725","620.69M","109.99%"
"Apr 30, 2017","0.10010","0.05383","0.10500","0.04902","653.72M","85.96%"
"Apr 23, 2017","0.05383","0.03160","0.05952","0.03090","401.72M","70.35%"
"Apr 16, 2017","0.03160","0.03381","0.03470","0.02643","268.29M","-6.54%"
"Apr 09, 2017","0.03381","0.03575","0.03590","0.03200","212.36M","-5.43%"
"Apr 02, 2017","0.03575","0.02200","0.06950","0.00750","1.27B","62.50%"
"Mar 26, 2017","0.02200","0.00888","0.02323","0.00888","554.66M","147.75%"
"Mar 19, 2017","0.00888","0.00688","0.01182","0.00642","436.17M","29.07%"
"Mar 12, 2017","0.00688","0.00625","0.00731","0.00576","221.68M","10.08%"
"Mar 05, 2017","0.00625","0.00620","0.00692","0.00580","128.40M","0.81%"
"Feb 26, 2017","0.00620","0.00563","0.00668","0.00525","90.99M","10.12%"
"Feb 19, 2017","0.00563","0.00554","0.00597","0.00550","23.12M","1.62%"
"Feb 12, 2017","0.00554","0.00638","0.00640","0.00500","100.48M","-13.17%"
"Feb 05, 2017","0.00638","0.00644","0.00648","0.00595","26.29M","-0.93%"
"Jan 29, 2017","0.00644","0.00639","0.00661","0.00618","18.80M","0.78%"
"Jan 22, 2017","0.00639","0.00684","0.00683","0.00300","16.13M","-6.58%"
"Jan 15, 2017","0.00684","0.00679","0.00719","0.00640","28.83M","0.66%"
"Jan 08, 2017","0.00679","0.00636","0.00714","0.00612","17.58M","6.79%"
"Jan 01, 2017","0.00636","0.00651","0.00689","0.00565","1.97B","-2.27%"
"Dec 25, 2016","0.00651","0.00644","0.00686","0.00605","3.39M","1.13%"
"Dec 18, 2016","0.00644","0.00649","0.00666","0.00596","3.21M","-0.80%"
"Dec 11, 2016","0.00649","0.00674","0.00685","0.00645","1.50M","-3.74%"
"Dec 04, 2016","0.00674","0.00666","0.00729","0.00630","1.45M","1.29%"
"Nov 27, 2016","0.00666","0.00697","0.00704","0.00644","2.21M","-4.52%"
"Nov 20, 2016","0.00697","0.00769","0.00769","0.00675","3.45M","-9.34%"
"Nov 13, 2016","0.00769","0.00811","0.00815","0.00760","2.57M","-5.18%"
"Nov 06, 2016","0.00811","0.00821","0.00848","0.00775","1.80M","-1.23%"
"Oct 30, 2016","0.00821","0.00773","0.00844","0.00759","4.68M","6.18%"
"Oct 23, 2016","0.00773","0.00888","0.00949","0.00725","4.47M","-12.93%"
"Oct 16, 2016","0.00888","0.00800","0.00935","0.00790","5.09M","11.01%"
"Oct 09, 2016","0.00800","0.00745","0.00900","0.00733","4.03M","7.43%"
"Oct 02, 2016","0.00745","0.00798","0.00840","0.00709","2.53M","-6.72%"
"Sep 25, 2016","0.00798","0.00750","0.00950","0.00720","8.11M","6.43%"
"Sep 18, 2016","0.00750","0.00708","0.00750","0.00664","4.11M","5.96%"
"Sep 11, 2016","0.00708","0.00592","0.01150","0.00579","12.64M","19.62%"
"Sep 04, 2016","0.00592","0.00603","0.00616","0.00585","3.10M","-1.87%"
"Aug 28, 2016","0.00603","0.00590","0.00670","0.00585","3.59M","2.20%"
"Aug 21, 2016","0.00590","0.00620","0.00625","0.00562","1.72M","-4.90%"
"Aug 14, 2016","0.00620","0.00618","0.00644","0.00500","2.04M","0.39%"
"Aug 07, 2016","0.00618","0.00630","0.00656","0.00593","3.14M","-1.90%"
"Jul 31, 2016","0.00630","0.00620","0.00688","0.00480","3.71M","1.61%"
"Jul 24, 2016","0.00620","0.00640","0.00650","0.00575","2.12M","-3.12%"
"Jul 17, 2016","0.00640","0.00671","0.00688","0.00620","2.51M","-4.58%"
"Jul 10, 2016","0.00671","0.00655","0.00683","0.00620","2.89M","2.41%"
"Jul 03, 2016","0.00655","0.00661","0.00704","0.00611","4.45M","-0.92%"
"Jun 26, 2016","0.00661","0.00648","0.00750","0.00626","9.34M","2.02%"
"Jun 19, 2016","0.00648","0.00651","0.00999","0.00578","21.22M","-0.43%"
"Jun 12, 2016","0.00651","0.00569","0.02000","0.00543","19.57M","14.36%"
"Jun 05, 2016","0.00569","0.00589","0.00590","0.00551","3.28M","-3.48%"
"May 29, 2016","0.00589","0.00485","0.00620","0.00485","1.65M","21.47%"
"May 22, 2016","0.00485","0.00595","0.00595","0.00485","778.12K","-18.44%"
"May 15, 2016","0.00595","0.00605","0.00619","0.00572","912.14K","-1.64%"
"May 08, 2016","0.00605","0.00634","0.00652","0.00571","846.91K","-4.65%"
"May 01, 2016","0.00634","0.00688","0.00688","0.00611","644.83K","-7.80%"
"Apr 24, 2016","0.00688","0.00736","0.00747","0.00642","54.85K","-6.47%"
"Apr 17, 2016","0.00736","0.00655","0.00776","0.00618","191.48K","12.34%"
"Apr 10, 2016","0.00655","0.00622","0.00655","0.00557","398.68K","5.26%"
"Apr 03, 2016","0.00622","0.00757","0.00759","0.00600","404.57K","-17.81%"
"Mar 27, 2016","0.00757","0.00813","0.00813","0.00690","803.85K","-6.87%"
"Mar 20, 2016","0.00813","0.00782","0.00851","0.00778","562.42K","3.94%"
"Mar 13, 2016","0.00782","0.00814","0.00889","0.00720","560.44K","-3.93%"
"Mar 06, 2016","0.00814","0.00734","0.00969","0.00716","813.44K","10.87%"
"Feb 28, 2016","0.00734","0.00780","0.00846","0.00734","722.70K","-5.87%"
"Feb 21, 2016","0.00780","0.00790","0.00840","0.00755","132.72K","-1.22%"
"Feb 14, 2016","0.00790","0.00844","0.00899","0.00733","1.04M","-6.45%"
"Feb 07, 2016","0.00844","0.00800","0.10000","0.00639","1.08M","5.50%"
"Jan 31, 2016","0.00800","0.00633","0.00800","0.00530","32.47K","26.38%"
"Jan 24, 2016","0.00633","0.00512","0.00785","0.00499","222.98K","23.63%"
"Jan 17, 2016","0.00512","0.00489","0.00562","0.00489","38.98K","4.66%"
"Jan 10, 2016","0.00489","0.00540","0.00540","0.00401","28.18K","22.30%"
"Jan 03, 2016","0.00400","0.00513","0.00564","0.00400","27.66K","-21.95%"
"Dec 27, 2015","0.00513","0.00510","0.00550","0.00490","12.09K","-11.64%"
"Dec 20, 2015","0.00580","0.00500","0.00669","0.00472","42.37K","5.45%"
"Dec 13, 2015","0.00550","0.00613","0.00700","0.00425","691.56K","-10.29%"
"Dec 06, 2015","0.00613","0.00425","0.01000","0.00425","180.10K","44.26%"
"Nov 29, 2015","0.00425","0.00400","0.00480","0.00380","89.16K","6.25%"
"Nov 22, 2015","0.00400","0.00430","0.00440","0.00400","17.75K","-1.43%"
"Nov 15, 2015","0.00406","0.00432","0.00450","0.00400","31.87K","-15.46%"
"Nov 08, 2015","0.00480","0.00445","0.00500","0.00400","29.00K","7.87%"
"Nov 01, 2015","0.00445","0.00503","0.00553","0.00400","80.20K","-11.58%"
"Oct 25, 2015","0.00503","0.00460","0.00550","0.00400","72.17K","9.41%"
"Oct 18, 2015","0.00460","0.00505","0.00553","0.00449","2.17K","-8.93%"
"Oct 11, 2015","0.00505","0.00525","0.00700","0.00501","4.26K","-38.78%"
"Oct 04, 2015","0.00825","0.00510","0.00825","0.00444","4.97K","57.14%"
"Sep 27, 2015","0.00525","0.00557","0.00725","0.00525","0.88K","-20.41%"
"Sep 20, 2015","0.00660","0.00770","0.00770","0.00660","3.41K","-14.34%"
"Sep 13, 2015","0.00770","0.00755","0.00800","0.00725","-","1.99%"
"Sep 06, 2015","0.00755","0.00800","0.00850","0.00700","4.34K","-5.63%"
"Aug 30, 2015","0.00800","0.00873","0.00954","0.00551","0.01K","-8.36%"
"Aug 23, 2015","0.00873","0.00801","0.00954","0.00551","-","8.99%"
"Aug 16, 2015","0.00801","0.00801","0.00900","0.00778","0.36K","0.00%"
"Aug 09, 2015","0.00801","0.00900","0.00918","0.00801","0.28K","-11.00%"
"Aug 02, 2015","0.00900","0.00841","0.00930","0.00801","1.00K","7.02%"
"Jul 26, 2015","0.00841","0.00770","0.00880","0.00760","-","9.22%"
"Jul 19, 2015","0.00770","0.00800","0.00849","0.00710","0.00K","-3.75%"
"Jul 12, 2015","0.00800","0.00825","0.00898","0.00790","0.85K","-3.03%"
"Jul 05, 2015","0.00825","0.01090","0.01090","0.00556","7.13K","-24.31%"
"Jun 28, 2015","0.01090","0.01100","0.01497","0.00840","0.22K","-0.91%"
"Jun 21, 2015","0.01100","0.01410","0.01497","0.01000","10.92K","-21.99%"
"Jun 14, 2015","0.01410","0.00800","0.01497","0.00800","6.89K","78.48%"
"Jun 07, 2015","0.00790","0.00892","0.00892","0.00555","1.36K","-11.43%"
"May 31, 2015","0.00892","0.00810","0.00900","0.00560","24.73K","10.11%"
"May 24, 2015","0.00810","0.00710","0.01498","0.00500","5.83K","14.15%"
"May 17, 2015","0.00710","0.00648","0.00710","0.00460","0.02K","9.42%"
"May 10, 2015","0.00648","0.00780","0.00780","0.00648","1.43K","-16.86%"
"May 03, 2015","0.00780","0.00844","0.00850","0.00666","0.00K","-7.59%"
"Apr 26, 2015","0.00844","0.00802","0.00850","0.00762","0.02K","5.24%"
"Apr 19, 2015","0.00802","0.00827","0.01150","0.00356","3.29K","-3.02%"
"Apr 12, 2015","0.00827","0.00800","0.00914","0.00800","-","3.39%"
"Apr 05, 2015","0.00800","0.00937","0.00980","0.00793","0.03K","-14.60%"
"Mar 29, 2015","0.00937","0.00895","0.00994","0.00750","0.00K","4.67%"
"Mar 22, 2015","0.00895","0.01011","0.01020","0.00800","-","-11.47%"
"Mar 15, 2015","0.01011","0.01112","0.01496","0.00750","0.00K","-9.08%"
"Mar 08, 2015","0.01112","0.01030","0.01197","0.00770","11.36K","7.96%"
"Mar 01, 2015","0.01030","0.01178","0.01348","0.00661","60.97K","-12.56%"
"Feb 22, 2015","0.01178","0.01307","0.01403","0.01160","0.04K","-9.87%"
"Feb 15, 2015","0.01307","0.01200","0.01509","0.01200","0.00K","8.92%"
"Feb 08, 2015","0.01200","0.01468","0.01508","0.01100","-","-18.26%"
"Feb 01, 2015","0.01468","0.01499","0.01695","0.01300","0.66K","-2.07%"
"Jan 25, 2015","0.01499","0.01739","0.01750","0.01310","2.23K","-13.80%"
"Jan 21, 2015","0.01739","0.01748","0.01750","0.01500","-","0.00%"
