Date,Open,High,Low,Close,Adj Close,Volume
2017-12-04,172.479996,172.619995,166.460007,169.369995,166.152222,137481100
2017-12-11,169.199997,174.169998,168.789993,173.970001,170.664841,139147200
2017-12-18,174.880005,177.199997,173.250000,175.009995,171.685074,117397600
2017-12-25,170.800003,171.850006,169.220001,169.229996,166.014908,97048300
2018-01-01,170.160004,175.369995,169.259995,175.000000,171.675278,101168400
2018-01-08,174.350006,177.360001,173.000000,177.089996,173.725571,110005400
2018-01-15,177.899994,180.100006,175.070007,178.460007,175.069550,127571200
2018-01-22,177.300003,179.440002,170.059998,171.509995,168.251556,191574800
2018-01-29,170.160004,170.160004,160.100006,160.500000,157.450745,262992100
2018-02-05,159.100006,163.880005,150.240005,156.410004,153.438477,317654000
2018-02-12,158.500000,174.820007,157.509995,172.429993,169.843765,225336900
2018-02-19,172.050003,175.649994,171.009995,175.500000,172.867706,136206400
2018-02-26,176.350006,180.619995,172.449997,176.210007,173.567078,202128400
2018-03-05,175.210007,180.000000,174.270004,179.979996,177.280518,139852700
2018-03-12,180.289993,183.500000,177.619995,178.020004,175.349915,155417500
2018-03-19,177.320007,177.470001,164.940002,164.940002,162.466095,171953900
2018-03-26,168.070007,175.149994,165.190002,167.779999,165.263504,158530800
2018-04-02,166.639999,174.229996,164.470001,168.380005,165.854523,164408800
2018-04-09,169.880005,175.839996,169.850006,174.729996,172.109268,127871500
2018-04-16,175.029999,178.940002,165.429993,165.720001,163.234390,169141800
2018-04-23,166.830002,166.919998,160.630005,162.320007,159.885406,162208400
2018-04-30,162.130005,184.250000,161.839996,183.830002,181.072769,252805700
2018-05-07,185.179993,190.369995,183.669998,188.589996,185.761368,148266900
2018-05-14,189.009995,189.529999,185.100006,186.309998,184.223236,99248800
2018-05-21,188.000000,189.649994,185.759995,188.580002,186.467804,94394900
2018-05-28,187.600006,190.259995,186.139999,190.240005,188.109222,92129900
2018-06-04,191.639999,194.199997,189.770004,191.699997,189.552856,116769800
2018-06-11,191.350006,192.880005,188.259995,188.839996,186.724884,140187300
2018-06-18,187.880005,189.220001,183.449997,184.919998,182.848785,125604400
2018-06-25,183.399994,187.279999,180.729996,185.110001,183.036682,121620500
2018-07-02,183.820007,188.429993,183.419998,187.970001,185.864655,65775500
2018-07-09,189.500000,191.839996,187.610001,191.330002,189.187012,85082200
2018-07-16,191.520004,192.649994,189.199997,191.440002,189.295776,87934000
2018-07-23,190.679993,195.960007,189.559998,190.979996,188.840912,94497200
2018-07-30,191.899994,208.740005,189.070007,207.990005,205.660416,224189600
2018-08-06,208.000000,209.779999,204.520004,207.529999,205.205566,121618700
2018-08-13,207.699997,217.949997,207.699997,217.580002,215.897522,139352100
2018-08-20,218.100006,219.179993,213.839996,216.160004,214.488495,112825200
2018-08-27,217.149994,228.869995,216.330002,227.630005,225.869812,162690600
2018-09-03,228.410004,229.669998,220.710007,221.300003,219.588760,132632900
2018-09-10,220.949997,228.350006,216.470001,223.839996,222.109100,198249900
2018-09-17,222.149994,222.949997,215.300003,217.660004,215.976913,218746100
2018-09-24,216.820007,226.440002,216.630005,225.740005,223.994431,129343100
2018-10-01,227.949997,233.470001,220.580002,224.289993,222.555634,142666300
2018-10-08,222.210007,227.270004,212.320007,222.110001,220.392502,192007800
2018-10-15,221.160004,222.990005,213.000000,219.309998,217.614151,148520400
2018-10-22,219.789993,224.229996,212.669998,216.300003,214.627411,185599600
2018-10-29,219.190002,222.360001,205.429993,207.479996,205.875610,270606300
2018-11-05,204.300003,210.119995,198.169998,204.470001,202.888901,191199400
2018-11-12,199.000000,199.850006,185.929993,193.529999,192.703537,242226500
2018-11-19,190.000000,190.699997,172.100006,172.289993,171.554230,164498700
2018-11-26,174.240005,182.800003,170.259995,178.580002,177.817383,213749900
2018-12-03,184.460007,184.940002,168.300003,168.490005,167.770477,167526800
2018-12-10,165.000000,172.570007,163.330002,165.479996,164.773315,217537700
2018-12-17,165.449997,168.350006,149.630005,150.729996,150.086304,287694300
2018-12-24,148.149994,158.520004,146.589996,156.229996,155.562820,191160200
2018-12-31,158.529999,159.360001,142.000000,148.259995,147.626846,221894400
2019-01-07,148.699997,154.529999,145.899994,152.289993,151.639633,203706100
2019-01-14,150.850006,157.880005,149.220001,156.820007,156.150314,155292000
2019-01-21,156.410004,158.130005,151.699997,157.759995,157.086288,112501600
2019-01-28,155.789993,169.000000,153.660004,166.520004,165.808884,202296800
2019-02-04,167.410004,175.570007,167.279999,170.410004,169.682266,151398400
2019-02-11,171.050003,172.479996,169.250000,170.419998,170.419998,112229600
2019-02-18,169.710007,173.320007,169.490005,172.970001,172.970001,81250100
2019-02-25,174.160004,175.869995,172.729996,174.970001,174.970001,120880600
2019-03-04,175.690002,177.750000,169.500000,172.910004,172.910004,116744300
2019-03-11,175.490005,187.330002,175.350006,186.119995,186.119995,158133500
2019-03-18,185.800003,197.690002,184.729996,191.050003,191.050003,182343300
2019-03-25,191.509995,192.880005,184.580002,189.949997,189.949997,167838600
2019-04-01,191.639999,197.100006,188.380005,197.000000,197.000000,111540400
2019-04-08,196.419998,202.850006,196.339996,200.619995,200.619995,83345200
